,n,Labels,comment_text
7289,,1,hoppas att skadade och eventuellt döda är miljöpartister ni förtjänar detta
7583,,1,tänkte på detsamma måste vara en riktigt feg jävel som låter gisslan tillfångatas men akten förutsatt att det nu är gm som är gripen kan faktiskt knappast överensstämma med riktlinjerna i självmordsbombarnas guide till exempel
1775,7.0,0,det finns ingen tändning på en lastbil
6560,,1,nu vet inte jag rätt många säpo har på sina jävla listor men kan de väl bara plocka in alla å sedan deportera dem vem fan hamnar på säpo s listor med misstänka terrorister om man är oskyldig och expressen skriver någon fet snyftartikel om en tiggare som blev påkörd för helvete orkar ej och svt har på sin förstasida någon jävla krönika som talar om hur fattigdom är skälet till att terrorn gro sverige vad fan skall behöva hända för att en del skall sluta försvara allt som sker måste alla egna barn bli lemlästade fy fan vad jag blir trött snyfthistoria om tiggare är i uzbekistan en grogrund för terrorism
4220,62.0,0,ok  det kan hända  har själv inte sett bilden på teresa och hennes hund  bara sett det talas om det här på fb  framgick inte att det var olika hundar    anyway  sökte på birthday nu och den enda t r sa lundgr n i hela stockholms län är född  så antingen stämmer inte åldern eller så bor bodde hon inte i sthlm
2131,30.0,1,är du dum eller  dem har gärningsmannen och vad gynnar det att stänga ner arlanda  det är ju det horungen vill  få systemet att kollapsa  då har han ju lyckats
6336,,1,Men sett er tidigare prata om denna teresa och någon bild på Johanna tillsammans med hennes hund orkar ingen släppa igenom alla sidor så någon får gärna länka om det på nytt ifall det inte syftades på bilden då denna ligger i delar på övergångsstället
8345,,1,nu får man verkligen hoppas att säpo och vanliga polisen gör egna tillslag mot allehanda moskéer runt om i sverige De kommer va mycket mörkt omkring stenarna om polisen skulle få för sig att vända på dem
318,13.0,0,enligt en bekant på plats pågår det skottlossning på fridhemsplan  kan detta bekräftas
1168,44.0,0,försökte kolla den över sergels torg för en stund sedan  det kom upp ett meddelande om  tekniskt fel   är alla avstängda kanske det beror på att man inte vill ge illasinnade personer möjligheter att skaffa sig överblick över polis   och räddnings insatser  m m
5037,80.0,0,självklart vet jag att det inte går att göra asap  det var ett mycket känslomässigt uttalande av mig  men de som nu lever här  ska vi bara låta det fortsätta i samma spår då  köra samma linje  samma resultat så det fungerar ju logiskt sett inte  kasta ut folk som inte har gjort något och som har uppehållstillstånd och eller är svenska medborgare  det kommer ju inte att hända oavsett vem som sitter vid makten  så   en förändring krävs ju
4450,52.0,0,jag har pratat med en person som var på platsen när det hände och hon påstår att hon hörde skottlossning  flera skott i en följd  dvs  en skottsalva påstår hon att hon hörde  antingen är det någon som inte talar sanning här eller så var det något som lät precis som skottlossning
6100,,1,då har i så fall svensk sjukvård gått rejält framåt om man åter lyckats sy loss den människa som låg i tre av
3150,13.0,0,jo då det har jag sett  han skrev att dom ska hjälpa sverige
1926,19.0,0,polisen har spärrat av vägen där villorna längs med vägen tar slut  dessutom står det i märstas lokala nättidning
8138,,1,inget tvivel om varför myndigheterna tycks höja dödssiffran det finns inga som helst möjligheter att meters kollision med en lastbil av den storleken pä drottninggatan vid tiden en fredagseftermiddag kan resultera i endast döda
4304,90.0,0,tydligen ska det varit en värdetransportbil som åkt ikapp lastbilen å satt på sitt sirenlarm vilket varnat folk som insett att de måste ta sig i skydd när lastbilen kom i hög fart  jag tror även att hans mål att krascha in i åhlens city var medvetet för att polisen har funnit en bomb bombmaterial i lastbilen så hans mål måste varit att spränga åhlens city i luften vilket inte är en osannolik ide då sånna platser är fulla på fredagar helger  tack å lov att bomben aldrig small av
3960,50.0,0,väldigt mycket som är oklart  är mannen som fotades i rulltrappan gm  om det är så kan man ju konstatera att han ej bär på någon väska  rapporterna vid gripandet i märsta är ju helförvirrande   mannen ska ha burit balaclava och försökt byta kläder inne i en h m butik
1835,10.0,0,någon som kan berätta om märsta är en invandrartät förort
3290,44.0,0,har kört länge på insidan av tullarna yrkestrafik skulle säga att jag aldrig lämnat mitt fordon med nyckel i och igång när man ska lossa  just av denna anledning   att nån ska ta den   men regler för dessa jobb lär ju ändras efter detta
4588,25.0,0,fast  chilla lite  det kanske är just han hennes sätt att bearbeta händelsen     lite väl att jämföra med han som mosat folk med lastbil  eller
6219,,1,fyfan läs kommentarerna där blir fan varma inombords så jävla korkade
7601,,1,fyfan läs kommentarerna här blir jag kokhet inombords och jävla korkade
8639,,1,dels det men också om det säkraste sättet för en muslim att komma till himlen är att bli fräls helst för vart år då blir alla tidigare små synder som sprit rökning mat etc dvs jävla haram förlåtna och det blir nonstop till oskulder ngn uzbeken försökte ju spränga sig nu sket tid allt
304,7.0,0,följer du inte med i nyheterna eller
185,12.0,0,satte en varning iaf  så om nån vill titta så får dom
3064,48.0,1,jag säger så här fortsätter svenska staten sitt gullande med is folk som kommit tillbaka så kommer jag se till att det händer något det lovar jag  nu är det fan dags att ni ger dom ett helvete för dessa svinen sitter ute i förorterna och firar idag
7502,,1,såg jag på svt hur vid sekvensen då folk kommer på led invid sidan ov gatan så står en blatte längre ute i gatan och pratar i mobilen när folk ser poliserna passera hukar han sig och drar upp vad som tyder ut att vara en expanderbar batong ur benhölster känga och viker in den bakom underarmen vad tror vi för detta beteende sällsynt korkat
5003,16.0,0,nej  detta handlar om en städfirma som drevs av uzbeker  och som påstås ha finansierat is
6450,,1,Hade du tappat alla jävla hjärnceller bakom vagnen uzbekistan st petersburg rysska efterlysningen att vi inte vill lämna ut den misstänka terroristen i alla attacker i världen har gm koppling till mö st petersburg u sthlm skiljer ut sig och ryssarna lär ta upp det här när allt är som gynnsammast nu har dy Iran och syrien att hantera jävla jubelåsna i dom Genom att mörka hur man misstänker ett fatalt misstag som lett till en attack kan du inget om hur säkerhetstjänster funkar lobotomerade aphjärna
2337,27.0,0,finns uppgifter om att en person ska ha skjutits i rotebro  men då ingen koppling till terrordådet  men han måste ju förstås också åkt in till sjukhuset
2718,36.0,0,lägg ner  han gjorde ett litet misstag som fick enorma konsekvenser som han kommer få leva med resten av sitt liv  tror du han bryr sig ett skit om han får sparken eller inte just nu
4920,350.0,0,de har inga resurser    bullshit  det har dem  säpo vill som vilken annan myndighet som helst ha så mycket pengar det går  när de sen misslyckas så skyller de ifrån sig med resursargumentet    de har resurser  pengar  massövervakning  fra  datalagring           det säpo inte har är kompetens och erfarenhet av radikal islamism  förhoppningsvis har de kompetens och erfarenhet inom andra områden    säpos cv       säpo kunde inte ens stoppa teymor wahab som skulle spränga så många på bl a  drottningsgatan och tunnelbanan  det hade räckt om säpo hade tittat på teymors facebookprofil och sett alla radikala islambilder och videos han hade för att inse att han är en tickande bomb    att killen i fråga dessutom rest till irak och till londons extremmuslimkvarter borde ringa i alla klockor hos säpo  som det inte vore nog fick säpo direkta tips av irakiska säkerhetsstjänsten som man avfärdade i tron att man vet bättre  bättre än de dära i irak            fångar en stackars halvefterbliven flykting  mutar muthanna majid  som man påstår har kopplingar till isis och sen skryter om hur bra jobb man gjort  hur snabbt och effektivt    denna kille kunde inte ens klura ut själv att begära skadestånd för säpos amatörjobb  tills folk uppmanade honom att göra det då han var så oskyldig man kan vara       en man  som säpo påstår sig ha haft under utredning  lyckas göra det senaste terroristdådet i sverige  vad gjorde säpo mera än utrett honom  vad gjorde säpo överhuvudtaget egentligen annat än påstått sig haft honom under utredning     terroristen är gripen tack vare vanliga människor som följt efter och observerat    nej  jag tycker att säpo   svenska ägg pajaser okrönta  verkar vara ett gäng amatörer när det kommer till islamisk terrorism  säpo  från anställda till högsta chef  behöver åka ner till mellanöstern på konferens och få utbildning hos säkerhetsjänsterna i israel  irak och syrien    efter det kan de förhoppningsvis gripa rätt människor och förhindra något attentat någon gång i sverige där vi har färre muslimer än andra länder och alla möjligheter att ha koll på dem    så att vi andra kan känna oss säkra och inga flera oskyldiga ska mista livet
4659,85.0,0,vet inte om det är relevant  men jag googlade mammans namn som var taggad i en av efterlysningarna på facebook    flickans namn och denna länk kom upp  det tyder väl på att det finns en mamma med det namnet som har en dotter som heter ebba som verkar vara  år  så hon är ju inte helt påhittad  finns bilder på hemsidan med men inte kollat igenom      okt     j anette åkerl nd   hej  ebba har ramlat och gjort illa revbenen  kommer därför inte på träningen idag
7399,,1,är du helt cp eller var du i någon förort när allt hände om du absolut tror att invandrarna jublar se såna här incidenter är du helt chockad jag var själv i förorten och alla här va lika oroliga inför sina nära o kära ikväll som dom i danderyd tror du gärningsmannen frågade de var körde på om de var muslimer eller inte muslimer och blattar rör sig i stan de med fyi
6333,,1,Den faktum att is ännu inte tagit på sig dådet kan bero på att de helt enkelt inte gillar det Kanske inte det land som hittat flest döda terrorister på sin mark de är inte störda av att det startas storskalig jakt på dem i denna europeiska bas utan föredrar att huka här i lugn och ro Det kom en hetlevrad sannolikt kriminell på den ljusa idén att skaffa döda jungfrur hmm
8403,,1,enligt tyska tidningar härstammar han från uzbekistan var det inte samma nationalitet på han som sprängde en bomb just st Paris tunnelbana nu väntar vi alla på en bild på fanskapet
1728,31.0,0,aldrig hört att någon svensk man kvinna någonsin har kapat en lastbil och kört rakt in i folkmassor  och då är jag ganska påläst till när det kommer till svensk historia
360,6.0,0,bra att polisen verkar utom fara
6959,,1,så det är ingen skillnad då om jag gav ett barn på käften jämfört kanske en vuxen
6452,,1,det sorliga förutom alla som drabbats är att mördaren får max år och ute efter det mesta måste vara livstid utan benådning rättsystemet är den jävla vekt att man mår illa
6719,,1,är gm pedofildyrkare frågar på allvar innan det kommit fram något sånt mannen enligt bilden var lite allmänt sjuk ut sådär
2586,59.0,0,ja  den uppgiften har tyvärr jag också från ögonvittnen jag litar på  och var själva nära på att bli påkörda    uppe vid  eleven på drottninggatan har folk körts på  men barnvagnen hörde jag var på olof palmes drottning korsningen  dock inga bilder jag sett det på  men ja  det har jag hört från en jag vet inte skulle ljuga
6672,,1,det var en hund jag strök med också det oskyldiga offret får Ni nog glömma inte för klart hunden hade något val men om den hade haft det så skulle ni nog inte röstat för att ta in hundratusentals muslimer till sverige hundar vet bättre än så det tragiska öde
3524,8.0,0,sluta nu  folk kan inte skylla på lastbilschauffören
637,6.0,0,var kan man läsa om detta
6875,,1,jaha trots det förstod jag inte att vi pratade om något åt vardera hållet jag trodde de skulle införa mer kontroll för försöka få in färre västhatare ok kanske det är kanske är vettigt men lite tillfälligt kolla utgående västhatare det finns ju trots allt andra länder som tar emot västhatare med öppna armar länder som pakistan och tyskland
245,31.0,0,chauffören till lastbilen har säkert stannat och levererat gods till någon restaurang i närheten  när han sen skulle åka iväg tog någon lastbilen och börja köra in i människor  min gissning
3803,36.0,1,för två veckor sedan arresterades någon av svensk polis pga terrorefterlysning internationellt  men swe vägrade lämna ut  ryssland  kan inga detaljer  kan det ha varit denne man  då lär lär analringarna rycka på säpo just nu
8090,,1,är du helt cp eller du bodde i någon förort när detta hände om du sedan tror att invandrarna jublar av såna här hot menar du helt blåst jag bor själv i förorten och alla här va lika arga över sina nära o kära här som dom i danderyd tror du gärningsmannen frågade de han körde igenom om de var muslimer eller inte muslimer och blattar rör sig i grupper de med fyi
927,27.0,0,är det riskfritt att begå mord och brott nu    polisens alla resurser går hit  menar absolut inget illa men nu kan väl dem kriminella gå loss ordentligt
5246,,1,svt s inslag har även följt invandrarkids varav en ryss samt en tant med lappar med det svenska språket svart på vitt svenskar är smarta nog att ta sig ifrån området medan mindre smarta väljer att stanna kvar
1417,18.0,0,fytti fasen    helt otroligt att bara  personer dog  vad vi vet nu     en jävla fart på en gågata
4974,6.0,0,försvinner trycket  luft då låser bromsarna
1402,2.0,0,tunnelbanetåg rullar
1559,87.0,0,jag cyklade runt på stan efter händelsen  här är min rapport    man såg många  betydligt mer än vanligt  som promenerade  inte så konstigt eftersom tunnelbanetrafiken var avstängd  i princip allt på östermalm och i city var stängt på grund av  säkerhetsläget      en hel del av city var avspärrad  bland annat stureplan  kungsgatan och mäster samuelsgatan  de poliser jag såg var förmodligen bara vanliga snutar  men de hade mer mundering än i vanliga fall  trafiken var glesare än vanligt och jag såg ingen trafikstockning  stämningen var allmänt tryckt
2957,86.0,0,verkligen hemskt det som hänt   en eloge till polisen som verkar ha jobbat på bra och till stockholmare som för en gångs skull verkar ta sig tid att bry sig om varandra där i kaoset               många muslimer anser dock att islamisterna   extremisterna i is  daesh inte är muslimer  då de väljer bort stora  viktiga delar av religionen   de allra flesta som dödars av is  daesh är ju muslimer i syrien  irak  där nämns knappt i media om  pers  muslimer  dödats av dem för det är vardag
5981,,1,det var en hund som strök med också det oskyldiga offret får vi aldrig glömma inte för att hunden hade något val men om den inte haft det så skulle han nog inte röstat för att ta in hundratusentals muslimer till dessa hundar vet bättre eller så hundens tragiska politik
1730,53.0,0,bilderna på den förmodade gm från tunnelbanan som visas  det måste väl ändå vara utifrån uppgifter från lastbilschauffören  det plus tidpunkten  chauffören måste ha fått kolla på bilder från lämpliga uppgångar och sedan pekat ut honom     att han hade luvan uppfälld var nog för att han just visste att det där finns kameror
5744,,1,fan vad du snackar skit fsa existerade inte ens då utan skapades i samband med krisen i syrien under deras syfte är al störta assad varför skulle de annars börja attackera dem
7053,,1,men de gillar att leva på bidrag i väst men ändå mördas så många kristna i muslimska länder
6630,,1,hoppas förövrigt jag skjuter honom
453,4.0,0,skjuts sveavägen vid odengatan
6518,,1,koncentrationsläger kommer att byggas och folk kommer att tillfångatas en efter en nej känner man sverige rätt så kommer ingenting att hända det här var ett dåd utfört åt nån vansinnig man inte enbart en muslim
2922,37.0,0,det handlar inte om att man mörkar  det handlar om att man inte visste     den sista personen man bekräftade satt fast under lastbilen så man visste helt enkelt inte om dennes existens förrän flera timmar efter dådet
7946,,1,hur anser du att han är ägare
2302,9.0,0,jag tror dig  vet att syster din är sjuksköterska
3379,44.0,0,om larmet kom in   och ett tåg ställdes som skulle avgå    dvs på sju minuter hinner larmet tas emot och bedömas vara så allvarligt att all tågtrafik ska stannas   trafikledningen kontaktas och stannar all trafik    jag tycker i alla fall att det gick snabbt
3145,5.0,0,nej  polisen hade terror övning
233,8.0,0,hände ju alldeles nyss  lugna ner dig lite
353,62.0,0,ja plötslig hjärtinfarkt stroke annan sjukdom eller narkoman som ser chansen och snor bilen när chauffören tillfälligt lämnar bilen och därför måste köra snabbt men inte helt enligt trafiklagstiftningen    men just nu är väl terroristattack mer publikdragande och i allmänhetens intresse    fast man kan ju inte utesluta det mer än något av dom tidigare    nog bäst att vänta på en noggrann polisutredning
3898,44.0,1,hur kan det bara ett idiotiskt resonemang    det finns väl en anledning till att det är olagligt att lämna nycklarna i bilen    hur vet du att de garanterat fått tag i en på annat håll    kanske inte på en gågata  stockholm mest besökta  isf
2611,6.0,0,ännu en man gripen i hjulsta
7144,,1,nej grabben borde bevaras levande så länge som bara går ett straff han kan inte lida om han är oskyldig jag hade hellre betalat mer skatt för att få se honom lida mer
5509,,1,sist jag kollade om startnyckel var typ så typ att ingen kan starta utan då
2982,39.0,0,polisen verkar arbeta effektivt    på denna länk finns tydliga bilder på misstänkt nummer två som greps i natt  första bilden blurrad  men tydliga bilder finns i tråden  har givetvis skärmdump  men ingen koll på hur man lägger ut bilder
2585,55.0,0,så här   tack för er hjälp  ebba är nu hemma hos sina föräldrar   hon är hittad  välbehållen  vid efterlysningar brukar en uppdatering komma  förstår du     att det inte kommit en uppdatering betyder mer sannolikt att   hon är död  eller   det hela var fejk     att de tidigare inläggen raderats betyder inte nödvändigtvis att flickan är funnen
8258,,1,de flesta svenskar har överhuvudtaget inte vaknat upp inför det faktum att vi släppt in tiotusentals potentiella terrorister bara de senaste åren tiotusentals personer som svenska myndigheter inte har någon sådan helst uppgift på vilka de är eller var de befinner se allt det här har vi lärt ske nu börjar vi betala priset för vår godhet det som hänt idag är förmodligen bara an liten glimt av hur Sverige kommer att säg ut i sverige frågan är hur vi svenskar ställer oss till när tycker vi detta är bra om inte vad göra vi åt det
1087,34.0,1,svårt att säga  inte egypten i alla fall  som jag skulle ha gissat på efter att ha sett exprgessens blurrade bild     lönnfet och slapp hållning i alla fall  precis som man kan förvänta sig
6050,,1,Här att säga inte egypten i alla fall som jag skulle ha gissat omedelbart efter att man sett dagens blurrade bild lönnfet och han hållning i alla fall precis som man kan förvänta sig
5969,,1,Över en vecka ansågs misstaget utrett och det var bara en två förbannade åtta troligtvis utvisningshotade flyktingar utan koppling till någon som helst terrororganisation minns vem som skrev det
2223,19.0,1,titta inte  det är en tjej i års åldern som blivit påkörd och delad i två  riktigt vidrig bild
7442,,1,vi är ett jävligt fint land alla vi misstänks sympatisera med terror org bör punktmarkeras det är dags för staten att städa upp nu nu man har låtit det gå extremt långt ute i förorterna
8135,,1,vad sitter jag här expertidioten på rapport och säger att polisen har ett bra läge i helvete en gm har ju lyckats fly för fan
19,6.0,0,terror  någon som är i närheten
3443,9.0,0,läste saltvägen i morse  kommer dock inte ihåg var
3043,24.0,1,ja detta bör bli bland dom längsta fängelsetiden som vi har haft  minst  år effektiv tid om fanskapet inte lyckas hänga sig själv innan
7030,,1,Som uppenbart att detta var en ensam muslims om en stundens ingivelse när han gick ifatt en lastbil som var tänkt att stjäla det vimlar av liknande papperslösa muslimer som vällt in över sveriges grannländer de senaste åren de driver runt vita samhället som explosiva minor får de en chans så hittar de på många möjliga djävulskap sveriges politiker myndigheter En del av befolkningen har och har haft noll koll då blir det så här detta är problemet inte att is eller andra islamistgrupper sitter och planerar terrordåd mot just sverige och vill attackera vårt öppna samhälle och vårt sätt att leva vi låter massa fler araber afrikaner andra muslimer som fått asylavslag eller som man inte ens vet är här fritt springa runt ute bland folk idag för att sitta inlåsta i väntan på deportering maximal naivitet och godtrogenhet hos ett idiotfolk är problemet
319,6.0,0,spendrups bekräftar att lastbilen är kapad
8413,,1,vilken idiot på tv de intervjuvar på svt just nu magnus ranfors terrorforskare att ställa upp betonghinder förskjuter brottet han klart att det tenderar att dyka upp betonghinder vid mörka folksamlingar nazister som tror att brott räcker att tala om brottet
346,44.0,0,men att sno en lastbil för att begå ett terrordåd har ju inget med att konsumera alkohol    en islamistisk terrorist skiter nog i om det är en bil med öl eller griskött i om det ändå bara är ett verktyg för att göra skada
5111,19.0,0,det ligger även en billig kontantkortstelefon i bilen där man öppnat upp baksidan på  varför gör man de tro
841,20.0,1,kontaktar du nasa för att lägga ihop två och två     långt ifrån alla gör detta i förorten  men en del
5758,,1,precis man kan hoppas han blir rejält misshandlad av övriga fångar pä fängelset att han råkar klämma till i dörrkarmen när de bara ville stänga dörren
8421,,1,åsiktsregistrera så det är nog annars helt otroligt att en rysk terrorist sågs som en tillgång dit man ville ge honom en fristad för att skapa dåd liknande det ibstockholm men i ryssland dessutom sammarbetar med usa och cia bl a är kända för att träna och stödja terrorgrupper i umgänget med länder där man ser att kaos och trygghet är i cias intresse det kan naturligtvis knappast röra sig om ren inkompetens eller rutinmässig tortyr av ärendet
3479,86.0,1,han jobbade flera byggjobb för att kunna skicka pengar till sin fru och  barn    nu sitter han bakom lås och bom för ett terrordåd och kan inte skicka mer pengar till sin fru och sina  barn    detta är det ljusa i denna historia  han har skapat ett helvete för sig själv för absolut ingenting    han religion blir ännu mer hatad  hans barn och fru får inga mer pengar och han fick inte med sig så många oskyldiga plus att musslan inte dog i dådet  ingen martyrdöd
1794,20.0,0,det borde vara fullt pådrag vid kvarteret där han blev gripen  kan man inte luska fram nåt alls om gatan
5926,,1,nej din idiot men om han nu följer den idelogi som is har så är det starkt förbjudet fan ha något med alkohol som göra ska du komma och kanske lära mig min religon eller
2513,9.0,0,personal från en vårdcentral som ligger ett kvarter upp
6764,,1,konstigt att en aftonbladet möter även denna mörkerman som de intervjuade förra veckan när polisen sökte allmänhetens hjälp
3781,2.0,0,fel man
169,43.0,0,och inte så lämpligt att sprida kanske  angående dådet så vet vi för lite i nuläget  just nu kan det vara vad som helst  men visst är det en lågoddsare att någon missnöjd ockupant tagit intryck av niece dådet  vi får väl se
1502,13.0,0,det var två suggor i mitten  man måste svänga för att undvika dom
2955,25.0,0,lägenhet i farsta  nån adress  på väg hem från jobbet och kan svänga förbi lite snabbt om nån hinner uppdatera mig innan jag hunnit hem
2860,19.0,0,kontrollpanel för hydraulik   man styr oftast  baklyftar med fjärr   men det är inget större problem att installera killer switch
8457,,1,vilken jävla smörja som dessa dom prånglar ut nu vi ska inte hata vi ska älska alla och genom detta kamp mot terrorn alla är vi svenskar som står enade finns ingen gräns på smaklösheten bland era journalister dom ser offren rakt i ansiktet tänk vad många demonstrerade mot förföljelse och rasism det kommer bli över hela landet nu för inte kommer regeringen stänga gränserna inte döda blir det sista dom kommer göra
8577,,1,varför skriver du inte hela namnet han är också skithög han förtjänar offentlig smutskastning eftersom du stödjer mord av det svenska folket
4269,11.0,0,här har du en bild på både teresa och hennes hund
8,4.0,0,aftonbladet kör live sändning
2862,36.0,0,jag fattar inte varför det inte är klart redan  han har erkänt  de har dna från lastbilen och från honom     visst han är anhållen vad det verkar men gå ut med kompletta namn och uppgifter nu
7727,,1,haha förvärvsarbetat vad var det för idiotsnack fan är det för konstigt med att smutset tar ett påhugg på byggen och annat för att få pengar till mat och hyra inbillar du dig att han sett hans avgifter till a kassan och tv licens också
4723,34.0,0,jag såg detta live också  såg hur reportern fick en chock och det såg ut som dom tänkte avbryta men kom på att det går ju inte    bra att den kurdiska mannen säger sanningen
2377,4.0,0,har det verkligen det
4294,23.0,0,bilden på kvinnan i blå jacka som ligger totalt mosad har samma hårfärg som teresa  kan vara henne hoppas jag dock inte  rip
5739,,1,även om det nu skulle vara över så kan det vara bra att ha fötterna på den där is isen ändå
6199,,1,Men här slutade dramat i nice för mohamed to bouhlel det är en alltför lätt väg ut när den svenska galningen grips sedan ska vi tömma honom med mänsklig information och sen får han ruttna bort under resten av livet
5082,18.0,1,varför påstå det när det enligt länken ovan helt klart är en transportfirma  du skriver väldigt mycket dynga
8513,,1,är inte dum i huvudet det är ju bra men det detta handlar om det här dådet och inget annat och det har dom desinformationen från ryktesspridning kring skottlossning i relation till lastbilen
5441,,1,ja faktiskt typ som en svensk som fått avslag inte olikt den som fick spel när tre polis poliser försökte hämta en för några dagar sedan men ärligt sagt allt är ju ändå på plats ännu edit det är alldeles för hårt kar akbars och för lite jungfrur
3409,18.0,0,muhammedteckningarna kan nog vara en orsak  viktigt nu att alla medier återger dessa teckningar i solidaritet med offren
5374,,1,inget nytt om varför myndigheterna tycks anta dödssiffran det finns inga som helst möjligheter att meters körning med en lastbil av den storleken på drottninggatan vid tiden en fredag kan resultera vid katastrof döda
2729,15.0,0,dessvärre måste du vara inloggad för att göra dessa sökningar    rustam akhmedov 
6403,,1,du verkar ju helt efterbliven varför skulle en bil lukta krut vet du ens hur krut tycker om inte
5747,,1,enligt vittnen igår minuten efter att lastbilen kört in i åhlens såg de en svartklädd man skrek något och viftade med ansiktet vem är det han som körde tydligen var det folk som filmade om ni var på plats igår så fuck upp filmer här inte på de stackars offren utan på mannen ovan att delge dessa till polisen allt material hjälper polisen i sitt agerande att de har haffat en åring som dessutom erkänner det känns lite mer enkelt när de går så snabbt att gripa någon så är det att rätt person kan vara någon som täcker upp för en annan så sant sånt är skit från aftonblaskan gör mig så jävla upprörd enligt dessa s k journalister så är det självklart att det inte finns utrymme att vara arg och skeptisk mot både politiker just nu jag skiter i vad fan terroristerna vill åstadkomma jag väljer förnuft och den ansvarslösa invandringspolitik som präglat det här landet i över ett decennium börjar visa sina bi effekter välja kärleken vilket jävla skämt våga säga det till de drabbades föräldrar söner döttrar bröder systrar som precis förlorat sin älskade snart kommer väl uttalanden om hur synd det är om sveriges minoriteter det här landet är helt jävla upp och ner
1978,34.0,0,det har pratats sida upp och sida ner om den som gripits som om han varit ensam    hur är det med spridda uppifter om att tre personer sågs hoppa ur bilen när den kraschat
8200,,1,känns inte detta lite för oplanerat samt att det ska vara han som ligger i detta enligt uppgifter så ska han in i en lastbil när chauffören lastar på känns mer som ifall de är någon invandrare som har tappat det
2107,36.0,0,inte alls säkert att det är han  men tycker nog det kan vara läge att kolla upp radikala uzbeker  om vi i tråden vill veta vem det är  finns nog i samma miljö i alla fall
3404,25.0,0,på en vecka har vi alltså två terrordåd vid östersjön som genomförs av etniska uzbeker  mgm i sankt petersburg är uzbek född i kirgizistan   sammanträffande
5332,,1,de stängde systemet i min ort kl på grund aven terror så när
6173,,1,då skiljer sig denne man i hög grad mot sina offer i staden london bryssel och paris Och vill du mena att dessa gärningsmäns snurrade omkring fullständigt drog uppmärksamheten till sig på ett sätt som krävde att de identifierade ett par timmar efter dådet eller är du bara av någon anledning rädd för et det kan handla om en åkeshovman med stor näsa
2948,1.0,0,ja
8039,,1,pucko slutsats med tanke på att europa plågats av dessa attacker under sjuttio år nu var bara en fråga tills att det skulle krävas robotar sverige
2996,18.0,0,han skall dock enligt aftonbladet ha rekat på platsen innan dådet  han skall även ha förvärvsarbetat inom byggbranschen
7085,,1,gissar att döda är utlänningar hela stockholm är fullt med utlänningar som ser på intervjuerna endast utlänningar
5006,24.0,0,vi vet inte om fler har tillgång till kontot  kan vara så att någon vill lägga ut rökridå och få fokus flyttat från han
6110,,1,jag bryr mig inte heller om attacken i stockholm brydde mig dock om de andra attackerna i andra USA eller alltså jag bryr mig lika mycket som folk bryr oss om mina tankar om mångkulturen islam och den ökande kriminaliteten hände inte mycket istället var jag skadeglad då man får inget gehör för sina varningar om framtiden verkar inte vara så många skadade ändå bara döda olika uppgifter överallt ska dock bli spännande att se till de får nya gärningsmännen eller kom underfund med vilka de var av bilderna att döma hade lastbilen rammat på de lejonstenarna men var i vägen spännande tycker dock om människor och chauffören verkade försöka stoppa föraren skönt att han inte blev skadad allvarligt
6993,,1,vare sig det är han det inte är det OK att tom hans barn gör isis fingret ett finger upp borde inte alla som gör det fingret tas in eller bevakas nästan alla alla gm facebook har isis anknytningar om fler bor i Märsta väck med dom och om fler barn tycker det är häftigt att göra isis finger så borde fan tagit självklart avstånd från skolan religionsfrihet ska vi inte skydda dessa idioter
2164,18.0,0,sverige är inte nato eller ryssvänner    så delge mig din vishet    vad är det som skulle ha triggat
7474,,1,Och snäll får man vara så bilderna på alla döda kroppar är bara påhitt
3185,48.0,0,nu har jag missa mycket av diskussionerna  men det där med att han tog tåg är skumt  jag skulle ha åkt med ett tåg som skulle avgå   från centralen och det hann ställas in  jag är helt förundrad över hur snabbt de agerade med att stanna alla tåg
2481,39.0,0,det är inte exklusivt för is  användes långt innan de bildades  bl a av osama bin laden   så ja  det kan ha varit menat som en hyllning till is  men det är inte säkert att det var avsett så
4851,30.0,0,de säger att mgm har koppling till en stor ekobrottshärva där mellan  och  miljoner fördes över från ett städbolag till is    de inblandade i ekobrottshärvan ska också ha varit uzbeker
4881,44.0,0,hur som helst har ju en genomsökning skett   och det fanns ju inga spår på varken väggar eller liknande   vad jag vet så brukar skottskador synas  eller  om inte en person tog alla skotten och sedan flög iväg för sjukhusen har ingen rapporterad skottskadad
5508,,1,så här slutade dramat i Bangkok för mohamed lahouaiej bouhlel det är en liten lätt väg ut På de svenska galningen grips så ska vi tömma honom på all vätska och sen får han ruttna bort inlåst slappna av livet
4139,30.0,0,nyss spärrade man av e an norrut vid påfarterna väsby infra     massor med polisbilar kom åkandes med blåljus i närmare km h  även ambulans med blåljus     nya tillslag i märsta
8398,,1,personligen tror jag att is är ganska pissed på uzbeken då is som säpo hade tyst en understanding om all is lät bli att bomba sverige så får ju vara i USA och planera i sverige till win win situation jag tror inte detta var sanktionerat av någon muslimska majoriteten i Nordkorea eller bland is anhängrare för nu kommer dom få det mycket tuffare i sin fristat 🙂
4048,44.0,0,tack           det angående ebba  är efterlysningen legit alltså  var aktiv i tråden igår när efterlysningen kom upp med signalementet och det börjades länka bilder på delade kvinnan med matchade kläder  någon skrev att efterlysningen var fake   att någon gjorde efterlysningen efter ha sett bilden
1287,23.0,0,så du har inte sett bilderna  t ex killen som delats i minst tre delar    han var iallafall inte skadad  han var död
