,n,Labels,comment_text
1695,10.0,0,någon som kan berätta om märsta är en invandrartät förort
2715,41.0,0,har det framkommit om daesh is har gjort något officiellt uttalande  eftersom han sannolikt inte är medlem så lär de väl ge honom en klapp på axeln som tack för gott utfört arbete  men de kan knappast ta på sig dådet
6056,,1,ingen gripen eller död gm han var väl beväpnad men hur den svenska polisen handskas med en skadad galning när man inte ens kan brotta ner ett hemma
4512,50.0,0,ok  fast det polisen skrev   enligt aktuellt fokus    var    det har förekommit uppgifter om skottlossning men det är inte bekräftat i nuläget  detta ska ha skett i närheten av vid åhlens centralt     skriver polisen på sin hemsida    polisen kommenterade alltså uppgifterna i media  och skrev att dessa inte var bekräftade
1351,43.0,0,två personer har tagits in för förhör     med andra ord är detta två individer som säpo vet har koppling till extremislamist terroristorganisation och vill klämma dem på vad de vet   ruggigt att sverige har såpass många med terroristkopplingar som får leva fritt här
4793,,1,det är ju skit samma när vi inte ens vet vilka som finns i vårt 😉
613,18.0,0,panik såklart  alla går som på nålar nu  på nyheterna säger man bara att köpcentret töms på folk
3656,10.0,0,hur vet du det  varifrån har du fått den informationen
3316,48.0,0,beklämmande att se  inslaget innan handlade om att inte göra partipolitik av detta  se n får vi se mp ledarnas ryggar i   minuter medan dom lägger blommor på en minnesplats  detta följs direkt av ett tal av fridolin  tragiskt att se mp försöka ta produkt på denna händelse
6004,,1,livstid jag kan inte se något politiskt alternativ skulle vara bra om vi införde kameror igen
4211,24.0,0,men tänk efter lite nu    lastbilen kör förbi  butikspersonalen inser att det finns inspelat  backar inspelningen och spelar upp på monitor  och filmar av
5609,,1,massor med muslimer fördömer det men du kommer nog på många ställen mycket väl samlas demonstrationer mot islamister imorgon i sthlm tex och din facebook är fullt med de som fördömer det men gör man bara en sida så ser man inte det man ska även följa även den som man inte gillar följer man bara vad man gillar så blir man en nyttig idiot följ motståndarna också annars kan man aldrig få en nyanserad bild inte personligt mot dig bara allmänt tips
505,14.0,0,obs  bild på död människa  obs  ett av offren som blivit kapad på mitten
1786,25.0,0,varför har polisen på sig gasmask   och de poliser som har grönt på sig  vad är det för slags  division  de tillhör   är det insatsstyrkan
272,14.0,0,nu ska det överdrivas    t banan avstängd  riksdagen avstängd    slås stängs internet av härnest
2440,33.0,0,du har tydligen inte koll på hur människor generelt reagerar vid terrordåd  det är kaos och väldigt få har koll på vart en gärningsman tar vägen då man är rädd för sitt liv
4022,28.0,0,en spontan tanke är att två smällda lastbilsdäck i foljd kan mycket väl tolkas som  en skottsalva  av panikslagna människor  i synnerhet människor som inte hanterat skjutvapen själva
1760,136.0,0,smaksak men det behövs inte  huvudsaken boggien är sänkt så tar inte axlar skada  men ändå om han ansåg sig behöva ha tändningen på så kan man fortfarande låsa hytten med fjärrlåset    att stå inne och arbeta i en stad på  talet så låser man hytten  det är liksom något som säger sig självt för   av alla chaufförer  undantag finns ju alltid och det var ju så typiskt att just denne chaufför där och då var naiv eller vad man ska säga              ja  det räcker med att ha knappen  strömbrytaren  för liften aktiverad    när han körde in i åhlens måste han ha missat bastanta pelare mot där i hytten han satt  hade han fått en pelare in vid förarsidan hade hytten varit mos och han fastklämd däri utifall kollisionen ägt rum i hastigheter över km h
2602,44.0,0,off topic   jag tror det kan vara lämpligt att öka medicineringenon topic   finns det några uppgifter på kring de skadade avlidna annat än antalet    ålder kön       man tycker att det rimligtvis borde ha läckt ut något via socialmedier om någon anhörig som blivit skadad
5202,,1,imorgon kommer säkert alla kändisar samlas på plattan för att visa att dom faktiskt är rädda
106,19.0,0,polisen varnar om att det rör sig om misstänkt terrordåd    någon på plats som kan säga något om chauffören
4940,,1,jadå man bör inte skrämma väljare eller informera om sveriges nya verklighet det mesta i rent propagandasyfte man undviker det skottlossning och lastbilsdåd luktar islamistiskt dåd heter väg
1374,7.0,0,var ser du nån som  släpar med
952,4.0,0,vad bra ni prioriterar
5368,,1,För jag såg minst fem stycken som ser ut dom denne man på svts live rapportering varannan jag såg på bilderna var liten mörk med stor bild
1864,11.0,0,dock stämmer den inte då den gripne är en  åring uzbek
2173,100.0,0,om du tittar nogare på bilderna från affären så ser du att lastbilen släpar på just ett sådant betongstopp  det sitter fast i fronten på lastbilen  och lämnar rejäla märken i backen efter sig när lastbilen kör förbi    syns även på stillbilder att det fattas ett betonglejon på ett ställe  där står det bara ett lejon  och där det andra borde stått är det istället rejäla märken i marken  samt ett långt spår som börjar därefter              det är för att efterlysningen dragits tillbaka  antingen har hon blivit hittad  eller så var det  åringen som dog  och anhöriga har blivit underrättade
5527,,1,det är skillnad på att vara omhändertagen och gripen De som plockats av vakten kan ha varit personer som bettet sig uppseendeväckande t ex ropat J akbar eller något detta har naturligtvis dragit till sig polisens intresse som beslutat att få ihop personen och ta tillbaka till stationen för kontroll
4812,,1,Helt möjligt att hen är en are och va naiv och lämnade nycklarna i lastbilen sagt det förut och säger det idag oavsett om kopplingen är religösa motiv eller impulsiv handling gm och liknande är inte kompatibla i »
2525,3.0,0,vad menar du
1024,24.0,0,fan  var i närheten när man hörde folk skrika och ambulanser  fick gå i typ  timmar för att komma hem   lokaltrafiken e helt körd
2550,32.0,0,ja där ser man  observant av dig   lite konstigt dock att dessa inte monterats även på andra ställen utom vid riksdagshuset  typ drottninggatan i centrum vid åhlens hade vart en bra idé
3698,24.0,0,allt stämmer förutom att den döda tjejen verkade ha något kortare hår än flickan  men det kan ju vara en gammal bild på fb
416,37.0,0,det sägs att terroristen startade på olof palmes gata och offer ligger i korsningen med kungsgatan  adolf fredriks kyrkogata är den närmaste bortanför olof palme  så det lutar åt att terroristen gasat direkt från kapningen nedför drottninggatan
3624,15.0,0,jag håller inte med dig  men det är min åsikt  du tror vad du tror
2942,12.0,0,ja t ex  han kanske var stressad  dålig kännedom om området osv
3478,65.0,0,bilderna på den anhållne mannen som man ville komma i kontakt med igår visar hur han kommer upp för en rulltrappa inne i tunnelbana   det är alltså efter dådet när han flyr o lyckas ta sig till märsta     man har berättat att han haft blod på kläderna  svedda kläder efter branden inne i lastbilen    svårt att se på bilderna  men dom är ju lite blurriga
564,15.0,0,polisen agerar betydligt mer effektivt nu än när holmér rattade runt i samband med palmemordet
478,31.0,1,känns tryggt när polisen inte ens kan hålla uppe sin hemsida  krånglar som bara den  det vore väl en prioritet det att nu ha servar som håller lika bra som kvällsblaskorna
2132,8.0,0,vi vet ju inte ens vad han heter
1203,17.0,1,de påstår att det är en tajikisk ryskspråkig is krigare   fan vet hur pålitliga de är dock
142,11.0,0,och polisen åker omkring och varnnar folk för terrorbrott  enligt aftonbladet
6218,,1,Där lejonen skulle kunna modifieras med ett kraftigt stålrör i botten så mindre de stoppar en idiot inuti en lastbil
5418,,1,konstigt att han valde att köra drottninggatan speciellt från kungsgatan och fortfarande finns nog ingen gata i sthlms city där det rör sig så många kriminella med utländsk bakgrund varav det säkerligen inga muslimer som där
6015,,1,hur fan ska någon veta allting förutom gärningsmannen
5866,,1,ingen gripen eller död gm Mannen var väl beväpnad men hur ska svenska polisen handskas med en beväpnad galning när polisen inte ens kan brotta ner ett människa
605,8.0,0,många rykten om skottlossning lite överallt  inget bekräftat
1194,29.0,0,skadade  jag hoppas du skämtar  alternativt skrev fel  nu  det finns en bild på en kvinna som är helt lemlästad och andra bilder på meterlånga blodspår och övertäckta kroppar
1942,9.0,0,ekeroth har intervjuats och åkessons telegram har lästs upp
4620,36.0,0,civilpoliser  som du uttrycker det är ingen egen enhet  bara för att poliser jobbar civilt betyder det inte att man jobbar på en särskild enhet  alla olika neheter inom polisen skippar uniformen när uppdraget kräver set
4174,8.0,0,vad menar du vad baserar du det på
497,48.0,0,då kommer inte ambulans och brandkår fram till bränder olyckor    bra tanke men det faller på att det är nog oftare att blåljusen behöver tillgång till gågator än skäggiga    men visst  man kan gräva ner sådana pelare som kan gå upp och ner som finns i andra städer
4328,15.0,0,nej däremot har bilen de färdats i någon form av koppling till den anhållne  åringen
2417,2.0,0,bra fynd
3652,24.0,0,han finns inte med på ratsit eller liknande läste jag för några sidor sen  där finns väl alla medborgare om jag inte har fel
2575,6.0,0,tt flash  man anhållen efter dådet
721,10.0,1,samt ljuger de för allmänheten  svensk polis i ett nötskal
6041,,1,fram din källa eller läsare anklagad för att sprida fake news du väljer
1025,11.0,0,i köpenhamn var det attentat   inte med lastbil  men med automatvapen
2841,38.0,0,har terroristerna familjer här i sverige  att de vågar utsätta dem för risken för hämnd  det vore förfärligt om någon körde över deras barn och något hände fruarna  eller tänker man att det är ett offer åt allah
1617,23.0,0,kan ju också vara vittnesmål beträffande klädsel  kroppstyp  arabutseende med mera från massor av människor som sett honom springa från lastbilen efter krocken
2656,25.0,0,lägenhet i farsta  nån adress  på väg hem från jobbet och kan svänga förbi lite snabbt om nån hinner uppdatera mig innan jag hunnit hem
6183,,1,han kanske tog sig en välförtjänt sup innan dådet för att samla mod kan förklara varför han brakade rakt in 1 en vägg
2072,134.0,0,han erkände omedelbart    det är ganska misstänksamt för en person som gömt sig tycker jag     jag tycker att man ska vara öppen för teorin om att han tar på sig all skuld för att låta någon annan komma undan  såvitt jag vet så är polisen fortfarande inte ens säker på att det där är föraren    inblandad lär han vara  men det är inte säkert att han är den enda  att han erkänner omedelbart efter att ha hållt sig undan tycker jag är konstigt   edit  i och för sig  den gripne var ju också skadad  då lär det här varit från krocken  därmed borde detta kunna vara föraren trots allt  givetvis måste man analysera prover först  men chansen är nog stor att det är föraren vid närmare eftertanke  i alla fall med tanke på skadorna
4427,23.0,0,har för mig att det började på s  vet någon om intervjuen är uppe på tvplay  är på mobilen så kan inte kolla
5012,,1,imorgon tänker säkert några äldre samlas på plattan för att visa att dom inte är rädda
1912,32.0,0,så kan det nog vara  dessutom  enligt ab  ska ha tagit tåget från t centalen till märsta  att vara så samarbetsvillig tyder kanske på att han fick hjälp och vill sydda någon
5564,,1,ja vem vet kvinnan får båda benen avslitna kanske repar sig dock Personligen skulle jag nog gissa att antalet döda inte blir så men hade det varit många döda så borde man sett fler övertäckta kroppar på drottninggatan och fler bilder på brandmän hade spridits det blir iofs ett smärre mirakel om vi bara har tre döda och åtta skadade kanske och det så att det inte gick jättefort men att folk hann kasta sig 😄
2855,19.0,0,pendeln stängdes inte direkt  det tog ett tag  att gå raskt från brottsplatsen till pendeln tar bara några minuter
2119,18.0,0,finns en bild som cirkulerar där en person med lila byxor och blå jacka ligger död på gatan
2913,35.0,0,ingen rapporterar om bakslaget mot spendrups  jag antar att alla lastbilar med samma banderoll kommer att behöva ändras för att inte  påminna om det onda   vad kan det röra sig om  ett hundratal lastbilar kanske
336,16.0,0,mer eller mindre bekräftat att det är en terror attack  den bilen kapades tydligen tidigare idag
5451,,1,terrorister av den typen tillhör inte de skarpaste knivarna i lådan direkt sån tur är så har många som någorlunda intelligenta människor bättre saker för sig genom att försöka bota så många av sina medmänniskor som möjligt
2181,24.0,0,det tror jag inte att de vet  i så fall hade de publicerat uppgiften    hade inte förvånats om ab eller expressen också hade publicerat
5469,,1,säkert ännu en isis gärningsman om det är det så upp era ögon for att se vem det var dock men chanserna och trenden den senaste tiden talar om e annat har säkert varit nån annan så jag reserverar tankarna tills dess
4773,,1,nej absolut inte videofilmerna och bilderna är fake klart att polisen inte kan gå ut på något förrän jag vet säkert att de tagit rätt men att de gripit någon är ganska uppenbart att denne är misstänkt något uppenbart att man inte är arisk är osv
5346,,1,polisens bild på den misstänkta gärningsmannen är nån §
3770,36.0,0,i en fungerande rättsstat så skulle gm inte ens vart kvar i landet  utan utvisats i januari  det minsta man kan kräva är att advokatkostnaderna skickas till hans hemlands regering  och inte betalas av svenska skattepengar
2955,44.0,0,har kört länge på insidan av tullarna yrkestrafik skulle säga att jag aldrig lämnat mitt fordon med nyckel i och igång när man ska lossa  just av denna anledning   att nån ska ta den   men regler för dessa jobb lär ju ändras efter detta
4318,12.0,0,behöver dock inte betyda att de är misstänkta för medverkan till brottet
2819,44.0,1,han är nog hyfsat upptagen med att hantera situationen i syrien just nu             vilket även är vad som borde prioriteras i ett normalt samhälle  vi ska inte bygga om gatorna för att stoppa terrorism  vi ska helt enkelt inte släppa in dem i landet
724,28.0,0,ger ett jävligt taffligt intryck  ingen info om döda skadade  ingen från landstinget  väldigt ostrukturerat och ett tonläge från dan e som bara indikerat att allt är jobbigt
765,6.0,0,han kan ju varit felaktigt gripen
286,8.0,0,standard procedur  skyddsobjekt heter det av en anledning
5430,,1,jag tror att de flesta sprang för sitt liv vid det ögonblicket inte finns kvar för att fota galningen
307,21.0,0,om det hade vart olycka så borde polisen sagt det för länge sen  isåfall är det patetisk dåligt att inte säga
2366,16.0,0,frågan ställdes i syfte av att beräkna antalet dödade offer  ju fler kroppssäckar ju fler dödsoffer
4840,,1,vad ska de säga mer än vad var det vi sa vare sig gm var dalmas eller turk erdogan var väl nu underfund med att ingen europé fortsatte att gå säker så länge europeiska länder samarbetade med turkarna
2177,18.0,0,de har agerat bättre än förväntat  tror nog att det bara var en tidsfråga  inte om utan när
2223,37.0,0,den siffran lär var i underkant    vi har tidigare haft siffran  men problemet är att den inte ändrats på flera år    det lär knappast vara så att inga åkt sedan dess utan snarare undanhålls vi färska uppgifter
5639,,1,på sista tiden skrev han aldrig ordet etnicitet alla var svenska vad jag vet så var han iranier fast det kanske är svensk för dig
2900,56.0,0,jag funderade på samma sätt igår  men då att terroristen tog höger ned på olofsgatan eller t o m sveavägen  men det är väl inte utrett än hur färden gick    poängen med min fundering var att omvägen gav tid och plats att lägga en bomb i bilen    fb  lastbil har kört in i folkmassa i stockholm
4731,,1,fjäder i hatten för svt det här ska vi fan glömma sverige ar under attack och svt gör sitt jobb för att sprida desinformation
5437,,1,tror dom har svårt att identifiera kropparna då de blivit fysiskt lemlästade 😂
5275,,1,ja man har bara väntat på det här drottninggatan och lastbil får hoppas ju verkligen att klippa ihop det på ett visst sätt trump får alltid rätt ibland är han tidigt ute som att det gällde bryssel for lite blir det tyvärr alltid
1744,23.0,0,som sagt  yrkesförare som stannar ofta borde ha trådlösa nycklar  jag skyller inte på föraren  jag konstaterade bara fakta i en pågående diskussion
71,18.0,0,lastbilen ska tydligen stå och brinna vid åhléns city så tror inte det var någon  smash n  grab
5257,,1,detta måste vara den mest meningslösa presskonferensen någonsin vi vill inte kommentera någonting överhuvudtaget
711,12.0,0,lycka till  sett ett par hundra som matchar hans utseende bara idag
4004,52.0,0,jag har pratat med en person som var på platsen när det hände och hon påstår att hon hörde skottlossning  flera skott i en följd  dvs  en skottsalva påstår hon att hon hörde  antingen är det någon som inte talar sanning här eller så var det något som lät precis som skottlossning
1020,16.0,0,det verkar lugnt i haninge  port valde att stänga idag samt andra köpcentrum runt om stockholm
4397,17.0,0,det var längre ner  detta var i början av färden  då han inte fått upp farten riktigt
1477,12.0,0,skulle inte förvåna mig om det är i vallsta  riktigt ruttet ställe
4149,43.0,0,var har du fått uppgiften om att en har dödförklarats på sjukhus  enligt vad jag vet så var alla fyra klart döda redan på plats  men den fjärde dröjde uppgifterna om på grund av att denne inte hittades förrän några timmar efter dådet
737,15.0,0,tillochmed så många att man undrar hur många som visste detta i förväg  förtroende   noll
3454,45.0,0,det kan vara så   men det roliga är att du och jag kommer aldrig någonsin få reda på detta därför man kommer aldrig avslöja hur man jobbar    personligen tror jag på en kombo av tips av allmänheten samt genomgång av t ex  övervakningskameror och mobilmaster
1650,163.0,0,nu har de haft  presskonferenser som i princip inte gett något  bekräftat är att  är döda och  skadade och att situationen kan ändras  måste då betyda att fler kan dö  kan inte tänka mig att någon av de döda återuppstår     skjutningarna är utredda och inte kunnat bekräftas     märsta mannen haffades pga att han betedde sig konstigt i en affär  då börjar jag misstänka att det är en dåre och att det kanske inte är en terrorgärning  kan bli pinsamt nu då alla världens ledare skickat sina kondoleanser     ranstorp pratar om trygghetsskapande åtgärder så det är det vi nu upplever  det är helt enkelt en totalövning  inklusive psyops  man testar återhållsam informationsgivning  mycket återhållsam då man inte ens kunde initialt bekräfta dödsfall fast bilderna åkte runt i socialmedia redan      nu pratar även löfven om förmodat terrorbrott  och på polisens presskonferens pratade man om att man arbetar utifrån hypotesen terrorbrott  ungefär vad som vem som helst skulle göra taget världsläget och vad som faktiskt hände
2641,10.0,0,rustam akhmedov  har ju st petersburg med på sin sida
4424,97.0,0,detta måste vara det mest informativa inlägget hittills  brand i förarhytten pågår    en säkerhetsman med dragen pistol skyddar ordningsmän och civilpersoner som utför livräddning    förmodligen ytterligare två säkerhetsmän som skyddar åt motsatt håll    en servitris som inte känner fruktan för att bidra utan närmar sig    det är markant skillnad mellan de två männen i förgrunden och de  aningslösa  civilpersonernas  sinnesstämning     åt vilket håll flydde gärningsmannen    ut på gatan åt höger eller vänster    in på åhléns enligt en i förväg uppgjord flykt plan    det rapporterades om skottlossning inifrån åhlens från polisen direkt efter attentatet  vad handlade det om
5776,,1,är du homofob eller nej vi inser nog alla vad det syftar pd eller hur om sd skulle ha blivit inbjudna men tackat nej skulle svt ha hoppat på möjligheten att framföra sd s anledning direkt eller eftersom det är tyst från sr svt kan la ändå utgå ifrån att jå inte fått någon inbjudan
1509,32.0,0,en av de  betonglejonen suggorna på drottningg mellan bikbok och designtorget förflyttades genom att den fastande framför lastbilen och åkte med på över kungsgtan  lossnade i höjd med pubs fd entré drottning
1350,20.0,0,fy  fasiken   den som fortsätter rakt fram är troligtvis död eller skadad om denne ej hann hoppa undan längre fram
4553,30.0,0,åringens vänner förvånade efter terrorgripandet hade han inte öppet på facebook delat bilder och annat som var islamistiskt    kan någon länka hans profil  har för mig jag såg det förut
2576,19.0,0,kontrollpanel för hydraulik   man styr oftast  baklyftar med fjärr   men det är inget större problem att installera killer switch
1095,55.0,0,det finns redan visst skydd på gatan  bl a  betongsuggor i form av lejon  däremot antar jag att den är relativt öppen för att det ska kunna levereras till restauranger och dyligt  om jag inte minns fel finns även bänkar och beroende på årstid enorma blomkrukor  möjligt att allt detta kan ha saktat ner farten
4867,,1,Och dom har chans att identifiera kropparna då de blivit riktigt lemlästade sönderslitna
5049,,1,min gissning skulle vara att det faktiskt är journalisterna som väljer resultatet blir bra bilder ur ett jämstäldhetsperspektiv och visar att även kvinnliga poliser kan vara tuffa dvs det är en konsekvens av hur journalisterna väljer ut materialet snarare än de som har paralleller till hur det såg ut på riktigt det är också enkrona 😁
5117,,1,drottninggatan stockholm eftersom det är ett terrorbrott frågan är om han lär gripa någon dessa dårar vill ju inte bli gripna dock de vill kunna dö martyrdöden
2687,15.0,0,det finns säkert också men jag har läst att det är privatpersoner som tagit bilder
4152,22.0,0,kollar man inledningen av klippet så ser man att det zoomas in  kanske en övervakningskamera som blir inspelad på en mobil enhet
978,11.0,0,döda och  skadade var polisens siffror  siffran  kommer nog från det
4410,18.0,0,jag läste mig till fakta i nätversionen av aftonbladet  men expressen brukar ha en hel del gott oxo
4702,30.0,0,jag återgav vad folk som själva påstår sig köra lastbil yrkesmässigt skrev  det var en lång diskussion om detta  som också handlade om problemet med att lastområdena ofta är blockerade
5298,,1,just nu insatsstyrkan som dragna vapen enligt polisens direktrapportering skall dom likvidera en islamist
3796,34.0,0,hemmagjord bomb sa man från början i en väska  nu är det portfölj med en anordning som inte hör hemma i en lastbilshytt  alltså en självmordsbombare som vill göra så stor förödelse som möjligt
1433,56.0,0,jo vi får nog avvakta lite så vi får lite mer info  inget är omöjligt men såna här gärningar är ju oftast planerade och inget man bara får ett infall att göra  möjligtvis öppnade sig av ren slump ett läge för dåren att sno lastbilen idag  han kanske har rekat och fiskat runt ett tag tidigare
5478,,1,tillvägagångssättet i tyskland och franrike har ju flera terrorattacker skett på nästan samma sätt men givetvis borde det vara tal om en olycka eller någon psykfall eller gått loss
344,12.0,0,lastbilen blev kapad meddelar man på svt nu    edit  tvåa på pucken
3163,23.0,0,så är det såklart  förmodligen lär många chafförer vara mer uppmärksamma på detta framöver    spendrups chaffisen lär inte må så bra  fy fan
911,9.0,0,väl  spottat  men det är en korrekt ändring dock
1876,120.0,0,tänker man som en terrorist så är det inte riktigt så      ingen ska känna sig säker      landmarks och infrastruktur ger uppmärksamhet      kulturarv ger uppmärksamhet och symbolisk dominans    umeå  sundsvall och östersund kan mycket väl vara nästa mål    för att de visar att ingen går säker  gatufester  musikfestivaler eller andra event  men även skolor  universitet och nattklubbar    öresundsbron  ölandsbron  västerbron och essingeleden  lidingöbron skulle symboliskt skilja folk från varandra och skapa påminnelse om hot lång tid framåt  kräver dock kunskap och sprängmedel    bromma flygfält eller en finlands  eller tysklandsfärja slår mot resandet    likaså turning torso  poseidonstatyn i göteborg  dramatern eller kulturhuset    kulturarvet skulle kunna vara runristningarna i bohuslän  regalskeppet vasa  kyrkor  slott och andra museer    det går inte att skydda allt
47,16.0,0,kompis på plats  några meter ifrån när den kom  sa  tror inte det var någon förare
5869,,1,Klart dom snackar om att det är ett misstänkt terrordåd men lastbilen bara råkade köra in mot drottninggatan hela jävla vägen och körde över folk klart det var en 😂
5389,,1,Ingen glömde muslim
443,1.0,0,nordafrikan
1684,32.0,0,intressant att det här händer precis inför en socialdemokratisk partikongress där migration är en het potatis    nåja    det var redan klart innan det här att partiledningen skulle få igenom att de ville
3172,28.0,0,är det någon som vet mer om den bomb som ska ha hittats i lastbilen under natten  ett mindre mirakel om detta hemska terrordåd stannar på  avlidna isåfall
3379,18.0,0,är alla  folkslag  hjälpsamma  finns det mindre hjälpsamma  folksslag   i s f vilka är dessa mindre hjälpsamma  folkslag
2698,53.0,0,det här blir nog första gången som vi får se ett riktigt livstidsstraff  örebro tingsrätt kommer inte att överväga en villkorlig frigivning förrän om tidigast  år och inte ens då lär det vara tal om att släppa ut avskumet  det skulle uppfattas som allt för stötande    han får sitta inne tills han dör
4404,1.0,0,ängsholmsgränd
2347,12.0,0,det står på aftonbladet att han har varit och rekat på platsen
3258,12.0,0,hur många år kommer han sitta inne givet att han blir dömd
2473,13.0,0,vadå mördad med vad  vad som helst  det har som sagt hänt innan
5929,,1,undrar om folk som tjatar om att gränskontrollerna äntligen avskaffas är tysta nu ett tag eller
5123,,1,nästan exakt samma plats då Jet tidigare terrordådet på drottninggatan åhlens det terrordåd där media och vurmare försökt låtsas som att det aldrig hänt bara för att det misslyckades i stort helt otroligt Om vi låter detta ske i vår tid
4680,37.0,0,insatsen i vårberg nu  någon på plats  känns mer som att polisen söker random nu på adresser för att se om de kan hitta något mer som är i görningen snarare än direkt inblandade i helgens attentat
1055,17.0,0,mmm fast i nästa attentat som han gör och då med planerat på olika platser i sverige
848,25.0,0,usch vad hemskt  den döda kvinnan var närmare bekantskap med mig än vad jag trodde  känner inte henne personligen  men en i min närhet gör
2895,4.0,0,quote datapojken               teresa lundgren
3599,7.0,0,han får samma försvar som kent ekeroth
1294,27.0,0,man kan se en lätt trend speciellt när det gäller det förra terrordådet      han som sprängde sig själv när han ganska lätt hade kunnat plocka ett   tal
1339,36.0,0,hur går det till när gm kör in i byggnaden med den hastighet som han ändå verkar ha gjort  för att sedan bara kunna knalla därifrån  han bör ju ha dött eller åtminstone skadats så inihelvete
2966,43.0,0,vi vet väl inte vad hans planer för sprängladdningen var  han hade kanske tänkt spränga sig själv efter att ha kört ihjäl folk  det kanske var tänkt att han skulle fortsätta att plöja fram efter hela drottninggatan och inte krascha in i åhléns
5813,,1,det är jävligt farligt att relativisera Det du gör nu är alltså vi som har bombat i Berlin först är sverige inblandad så mycket så du tycker vi förtjänar att bli massmördade visst usa har en stor del av allt att göra men faktum kvarstår att det är en ond ideologi dessa människor kommer att följa och att hata och följa grupper av människor som mördar och våldtar alla ett val människor valde ondska och religion väljer att hata religion är ok sprid kärlek inte hat
4438,350.0,0,de har inga resurser    bullshit  det har dem  säpo vill som vilken annan myndighet som helst ha så mycket pengar det går  när de sen misslyckas så skyller de ifrån sig med resursargumentet    de har resurser  pengar  massövervakning  fra  datalagring           det säpo inte har är kompetens och erfarenhet av radikal islamism  förhoppningsvis har de kompetens och erfarenhet inom andra områden    säpos cv       säpo kunde inte ens stoppa teymor wahab som skulle spränga så många på bl a  drottningsgatan och tunnelbanan  det hade räckt om säpo hade tittat på teymors facebookprofil och sett alla radikala islambilder och videos han hade för att inse att han är en tickande bomb    att killen i fråga dessutom rest till irak och till londons extremmuslimkvarter borde ringa i alla klockor hos säpo  som det inte vore nog fick säpo direkta tips av irakiska säkerhetsstjänsten som man avfärdade i tron att man vet bättre  bättre än de dära i irak            fångar en stackars halvefterbliven flykting  mutar muthanna majid  som man påstår har kopplingar till isis och sen skryter om hur bra jobb man gjort  hur snabbt och effektivt    denna kille kunde inte ens klura ut själv att begära skadestånd för säpos amatörjobb  tills folk uppmanade honom att göra det då han var så oskyldig man kan vara       en man  som säpo påstår sig ha haft under utredning  lyckas göra det senaste terroristdådet i sverige  vad gjorde säpo mera än utrett honom  vad gjorde säpo överhuvudtaget egentligen annat än påstått sig haft honom under utredning     terroristen är gripen tack vare vanliga människor som följt efter och observerat    nej  jag tycker att säpo   svenska ägg pajaser okrönta  verkar vara ett gäng amatörer när det kommer till islamisk terrorism  säpo  från anställda till högsta chef  behöver åka ner till mellanöstern på konferens och få utbildning hos säkerhetsjänsterna i israel  irak och syrien    efter det kan de förhoppningsvis gripa rätt människor och förhindra något attentat någon gång i sverige där vi har färre muslimer än andra länder och alla möjligheter att ha koll på dem    så att vi andra kan känna oss säkra och inga flera oskyldiga ska mista livet
3066,42.0,0,känns ju som att offrens anhöriga bör vara underrättade vid detta laget såvida offren är svenska medborgare vilket man kan tycka bör tala emot att hon är något av offren  i vilket fall så får man hoppas flickan kommer tillträtta oskadd snarast
1112,26.0,0,det måste vara fler  den siffran har ju funnits sen vi fick reda på attacken  på radion sa de vid något tillfälle att  st var döda
5128,,1,Fortfarande dansas och firas om också vissa förorter och varför inte passa på och göra upplopp nu när polisen är upptagen
776,17.0,0,obs  de kan ha blivit gripna eftersom de stod och skrek något i still med allah regerar
5886,,1,vilken tur vi har att de följer tider och regler och aldrig borde kapa ett fordon menar du
183,16.0,0,är det lastbilen på bilden  öl  eller är det en mindre lastbil  typ hyrbil från mack
4456,72.0,0,dom här människorna lever efter en tweakad version av vad rättstrogen muslim må betyda för en majoritet av västerländska sekulariserade muslimer västerlänningar i allmänhet    det finns absolut noll och intet som pekar mot att terror mussar skattefifflar  dricker alkohol och snortat kola för att  smälta in    precis som om man inte väcker uppmärksamhet då    att mörda otrogna  attackera sekulära demokratier kan också ses som något en rättstrogen muslim bör göra enligt vissa
4251,17.0,0,kan nog vara så ja   hjulinställningen  framvagnen  ser även ut att lämna en del övrigt att önska
3765,13.0,0,säker på det  det händer ju att vissa har samma namn ganska ofta
1670,21.0,0,han var smart nog att säga det innan det hände   det draget vill jag se hos våra politiker fast i handling
734,23.0,0,ska det här utvecklas till ännu en pinsam polisutredning som uppmärksammas internationellt likt palme  polisen ger inget bra intryck  förvirrat och utan pondus
1883,6.0,0,han uttryckte sitt stöd för kungen
3967,17.0,0,vad jag hörde från pressträffen kunde de inte bekräfta någon skottlossning  vilket inte riktigt är samma sak
1168,76.0,1,ja  vem vet  kvinnan med båda benen avslitna kanske repar sig    dock så skulle jag nog gissa att antalet döda inte blir så högt  hade det varit många döda  så borde man sett fler övertäckta kroppar på drottninggatan och fler bilder på offer ha spridits  det vore iofs ett smärre mirakel om vi bara har tre döda och åtta skadade  kanske var det så att det inte gick jättefort och att folk hann kasta sig undan
2135,17.0,0,bilder från en övervakningskamera med vy mot sergels torg  den andra bilden visar folkmassan kort efter attentatet
4874,,1,vad ska polisen göra då tog han bilder och filmade det anmäla lagen för hets mot folkgrupp gäller inte det bara för svenskar utan slår nått mot några utöver de andra grupperna
2215,10.0,0,filmen expressen fått tag i visar det också ganska tydligt
2622,5.0,0,polisen brottar ner en kvinna
